Year,NGDP_RPCH,NGDPD,NGDPDPC,PPPGDP,PPPPC,PPPSH,PPPEX,PCPIPCH,PCPIEPCH,LP,BCA,BCA_NGDPD,GGXCNL_NGDP,GGXWDG_NGDP,rev,exp,prim_exp,ie,pb,d,rgc,rltir,extensive,intensive,total_theil,SITC1_0,SITC1_1,SITC1_2,SITC1_3,SITC1_4,SITC1_5,SITC1_6,SITC1_7,SITC1_8,SITC1_9,SITC1_total,DirectAbroad,DirectIn,PrivInexDI,PrivInexDIGDP,PrivOutexDI,PrivOutexDIGDP,Portfa,Portfl,EquityA,EquityL,DebtA,DebtL,OtherGov,OtherA,OtherL,Deriv,DebtForg,GDP,ka_new,ka_in,ka_out,FM_ka,Nonres_ka,Res_ka,Ka_eq,Ka_bo,Ka_mm,Ka_ci,Ka_dr,Ka_cc,Ka_fc,Ka_gu,Ka_di,ka_ldi,ka_ret,ka_pct,Reserves_ARA,Reserves_M2,Reserves_STD,Reserves_M,GRB_dummy,GDI_TC,GII_TC,DEBT1,PVD_LS,HH_LS,NFC_LS,GG_DEBT_GDP,CG_DEBT_GDP,GGXCNL_G01_GDP_PT,GGXONLB_G01_GDP_PT,GGCB_G01_PGDP_PT,GGCBP_G01_PGDP_PT,GGR_G01_GDP_PT,G_X_G01_GDP_PT,G_XWDG_G01_GDP_PT,FR_ind
2012,5.5,1827.637,1434.018,6153.153,4827.944,6.101,16.161,10,10.3,1274.487,-87.843,-4.8,-7.5,68,19.81429534,27.36385502,22.79612702,4.567728009,-2.981831676,67.98453168,5.456410186,-1.9898,0.169644048,1.983187959,2.152832,0.58801919,0.81870407,0.84066218,0.83759803,0.71140301,0.85266918,0.80152601,0.87043977,0.90301973,0.82096529,0.8363204,8553.24,23995.69,86372.11,4.7,17627.66,0.96,824.88,30110.12,824.88,22809.1,,7301.01,1458.79,16802.78,59124.45,1403.67,0,1835821.3,0.02,0.14,0,0.1,0.1,0.1,0,0,0,0.25,0.25,0,0,0,0,0,0,0,1.427439159,0.190776185,1.570219849,2.018514253,3,0.81,0.57,69.07,109.592962,34.16764866,75.42531333,67.98453168,47.09213889,-7.549559685,-3.190630742,-7.285938242,-2.969336125,19.81429534,27.36385502,67.98453168,1
2013,6.4,1856.721,1438.057,6477.517,5016.928,6.123,17.342,9.4,7.8,1291.132,-32.257,-1.7,-7,67.7,19.60032991,26.5999481,21.8448367,4.755111399,-2.244506798,67.71335289,6.386071017,-0.5224,0.169106035,2.097002879,2.266109,0.57846463,0.802104,0.82467091,0.8463673,0.72212833,0.85291004,0.80173922,0.86957431,0.90363353,0.82159233,0.83194464,1764.95,28153.03,54647.12,2.91,22999.1,1.23,169.24,7027.23,169.24,19891.61,,-12864.38,1141.89,22829.87,51017.52,2255.74,,1875157,0.02,0.14,0,0.1,0.1,0.1,0,0,0,0.25,0.25,0,0,0,0,0,0,0,1.433499071,0.196553843,1.597266474,2.250415441,3,0.81,0.57,67.96,100.9320204,33.42760328,67.50441714,67.71335289,46.98192552,-6.999618196,-2.439174186,-6.526934943,-2.048720694,19.60032991,26.5999481,67.71335289,1
2014,7.4,2039.127,1559.864,6781.022,5187.256,6.179,18.387,5.8,5.3,1307.247,-26.788,-1.3,-7.1,67.1,19.14937351,26.22044208,21.53244781,4.687994267,-2.383074296,67.10204106,7.410188576,2.1171,0.164984531,1.9903761,2.1553607,0.57221806,0.82555777,0.81089574,0.83007693,0.71217185,0.85738194,0.80539006,0.87032169,0.90468359,0.82736033,0.82728475,9950.6,33871.41,56837.9,2.77,15325.9,0.75,267.95,38008.26,267.95,12369.28,,25638.98,2905.34,15057.96,20753.53,-981.45,,2051228.3,,,,,,,,,,,,,,,,,,,1.505283139,0.202887319,1.755233378,2.524600937,3,,,68.33,103.7838668,33.13895056,70.64491625,67.10204106,46.02538828,-7.071068563,-2.573995666,-6.640711746,-2.218392921,19.14937351,26.22044208,67.10204106,1
2015,8,2103.588,1590.174,7159.796,5412.335,6.392,19.235,4.9,5.3,1322.867,-22.086,-1,-7.2,69,19.85389029,27.05897449,22.35336683,4.705607663,-2.499476542,69.04858704,7.996261281,3.1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.565333134,0.207539809,1.826221742,2.991194611,3,,,69.07,98.82557416,32.79733326,66.0282409,69.04858704,45.7738419,-7.205084204,-2.683753042,-7.005350653,-2.517593059,19.85389029,27.05897449,69.04858704,1
2016,8.3,2294.797,1714.28,7735.002,5778.27,6.65,19.899,4.5,3.6,1338.636,-14.351,-0.6,-7.1,68.9,20.11283383,27.23284354,22.52610932,4.706734227,-2.413275487,68.94309137,8.256307011,2.6725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.561612483,0.190910848,1.900236333,3.035927173,,,,,88.34883414,32.39232,55.95651414,68.94309137,45.53249258,-7.120009714,-2.518715638,-7.406400762,-2.757031621,20.11283383,27.23284354,68.94309137,1
2017,6.8,2651.474,1957.97,8276.933,6112.066,6.758,20.648,3.6,4.6,1354.196,-48.662,-1.8,-6.2,69.7,20.0044269,26.23166259,21.42141916,4.810243434,-1.41699226,69.67669094,6.795393961,3.818189601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.609374594,0.197984474,1.990563016,2.899398872,,,,,90.25569454,33.57060838,56.68508617,69.66938259,44.27265823,-6.227235694,-1.496462934,-6.219579922,-1.421615538,20.0044269,26.23166259,69.66938259,1
2018,6.5,2702.93,1974.378,9022.952,6590.891,6.947,20.946,3.4,2.5,1369.003,-57.183,-2.1,-6.4,70.4,19.95184957,26.32766503,21.55817611,4.769488922,-1.606326537,70.39234444,6.453838769,4.159678434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.531359433,0.185896896,1.862360226,2.566273915,,,,,82.84975875,34.47599032,48.37376843,70.39234444,44.12789747,-6.375815459,-1.670584749,-6.81899278,-2.035527067,19.95184957,26.32766503,70.39234444,1
2019,3.9,2835.606,2050.163,9540.371,6897.757,7.024,21.072,4.8,6.7,1383.112,-24.549,-0.9,-7.7,75,19.92936578,27.42279069,22.64853199,4.774258693,-2.719166209,75.11561727,3.737964441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.713891528,0.211602291,2.103370641,3.154883951,,,,,89.89558532,36.35954424,53.53604108,75.0403963,46.70443438,-7.69407272,-3.001309691,-7.617816675,-2.938411563,19.15176483,26.84583755,75.0403963,1
2020,-5.8,2671.596,1913.22,9101.313,6517.758,6.82,21.788,6.2,4.9,1396.387,24.011,0.9,-12.9,88.5,18.29541247,31.05228778,25.79838697,5.25390081,-7.502974495,89.17990068,-6.59611903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.931210233,0.221795793,2.52802656,4.451239319,,,,,96.32528103,38.96012543,57.3651556,88.53438803,55.10015416,-12.88009877,-7.265044213,-9.126684905,-3.893347424,18.17695572,31.05705449,88.53438803,1
2021,9.1,3150.307,2238.127,10370.824,7367.924,6.999,22.632,5.5,6.3,1407.564,-38.693,-1.2,-9.6,83.8,20.15644468,30.13670639,24.92866686,5.208039531,-4.772222183,84.16241112,8.681289261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87423034,0.225942061,2.468867016,3.172842376,,,,,86.25256306,34.88607222,51.36649083,84.68409875,54.71428797,-9.598509715,-4.438484616,-8.713585972,-3.658655607,19.87608078,29.4745905,83.75173838,1
2022,7.2,3389.689,2391.866,11900.714,8397.502,7.264,22.89,6.7,6.2,1417.173,-66.962,-2,-9.2,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.776258675,0.213033342,2.361307287,2.561198744,,,,,87.91474863,35.5583667,52.35638193,83.12603433,55.44550786,-9.234953843,-4.134006878,-9.269442403,-4.165796086,19.38691579,28.62186963,81.01555726,
2023,6.3,3732.224,2612.454,13119.622,9183.374,7.506,22.947,5.5,4.9,1428.628,-66.807,-1.8,-8.8,81.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.772780122,0.201881761,2.344864548,2.748137264,,,,,,,,,,-8.768432478,-3.418211209,-8.787622226,-3.43491491,19.37151737,28.13994985,81.88900844,
2024,6.3,4105.381,2847.558,14261.176,9891.78,7.753,23.365,4.6,4.4,1441.72,-74.174,-1.8,-8.5,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.472470676,-2.86821083,-8.487160734,-2.880388873,19.42103574,27.89350641,82.29633563,
2025,6.3,4511.847,3101.764,15469.081,10634.545,7.99,23.842,4.1,4.1,1454.607,-83.71,-1.9,-8,82.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.983059084,-2.48062966,-7.991144991,-2.486698208,19.53300426,27.51606334,82.17591285,
2026,6.3,4951.615,3374.802,16765.194,11426.416,8.233,24.345,4.1,4.1,1467.231,-97.163,-2,-7.7,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.654992655,-2.299127075,-7.656622309,-2.300109168,19.61832734,27.27331999,81.74973082,
2027,6.3,5427.392,3668.201,18155.677,12270.844,8.492,24.864,4,4,1479.579,-115.461,-2.1,-7.4,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.405538442,-2.242704371,-7.409685555,-2.245668434,19.70370879,27.10924724,81.15354142,
2028,6.3,5944.382,3985.049,19650.221,13173.294,8.758,25.388,4,4,1491.671,-137.893,-2.3,-7.2,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.232992224,-2.187280765,-7.227636412,-2.182544371,19.78895611,27.02194833,80.49921145,
