Year,NGDP_RPCH,NGDPD,NGDPDPC,PPPGDP,PPPPC,PPPSH,PPPEX,PCPIPCH,PCPIEPCH,LP,BCA,BCA_NGDPD,GGXCNL_NGDP,GGXWDG_NGDP,rev,exp,prim_exp,ie,pb,d,rgc,rltir,extensive,intensive,total_theil,SITC1_0,SITC1_1,SITC1_2,SITC1_3,SITC1_4,SITC1_5,SITC1_6,SITC1_7,SITC1_8,SITC1_9,SITC1_total,DirectAbroad,DirectIn,PrivInexDI,PrivInexDIGDP,PrivOutexDI,PrivOutexDIGDP,Portfa,Portfl,EquityA,EquityL,DebtA,DebtL,OtherGov,OtherA,OtherL,Deriv,DebtForg,GDP,ka_new,ka_in,ka_out,FM_ka,Nonres_ka,Res_ka,Ka_eq,Ka_bo,Ka_mm,Ka_ci,Ka_dr,Ka_cc,Ka_fc,Ka_gu,Ka_di,ka_ldi,ka_ret,ka_pct,Reserves_ARA,Reserves_M2,Reserves_STD,Reserves_M,GRB_dummy,GDI_TC,GII_TC,DEBT1,PVD_LS,HH_LS,NFC_LS,GG_DEBT_GDP,CG_DEBT_GDP,GGXCNL_G01_GDP_PT,GGXONLB_G01_GDP_PT,GGCB_G01_PGDP_PT,GGCBP_G01_PGDP_PT,GGR_G01_GDP_PT,G_X_G01_GDP_PT,G_XWDG_G01_GDP_PT,FR_ind
1971,,,,,,,,,,,,,,,9.48099041,12.37880039,11.11184037,1.266960025,-1.630849957,37.55049896,1.479290009,,0.293580725,2.166467489,2.4600482,0.44193241,0.84167576,0.8797729,0.71477717,0.58971459,0.83712459,0.83946252,0.81963122,0.7762965,0.72358882,0.75086385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.55,26.9448468,,,,37.58300908,,,,,,,,
1972,,,,,,,,,,,,,,,10.32839966,13.4684,12.15682995,1.311570048,-1.828430295,37.16429901,1.282799959,,0.282033157,2.220695484,2.5027287,0.43460584,0.82754111,0.86000931,0.87528753,0.7310524,0.8379488,0.83023334,0.81541938,0.82309514,0.66460919,0.74769115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.16,28.09332949,,,,37.15702803,,,,,,,,
1973,,,,,,,,,,,,,,,9.388870239,12.91709995,11.69193995,1.225160003,-2.303069711,34.13479996,7.109960079,,0.262558659,2.14301198,2.4055707,0.42849356,0.80531675,0.8693555,0.90302593,0.72529954,0.83846503,0.81991255,0.82704723,0.80432141,0.61087865,0.72260815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7,28.38790397,,,,34.12933398,,,,,,,,
1974,,,,,,,,,,,,,,,9.03839016,11.33720016,10.15742016,1.179780006,-1.119029999,28.96010017,2.069329977,,0.282453877,1.928450779,2.2109046,0.40428999,0.85518062,0.84762239,0.50406569,0.66494244,0.82960272,0.84622431,0.82233113,0.8030957,0.53242582,0.74205327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.66,26.06432862,,,,28.76786213,,,,,,,,
1975,,,,,,,,,,,,,,,9.573989868,12.67990017,11.42267013,1.257230043,-1.848680258,29.50370026,2.896260023,,0.276200026,2.12090387,2.3971038,0.45002648,0.86564636,0.85031122,0.81692439,0.4930512,0.82140487,0.85486633,0.84257114,0.81395298,0.60012305,0.71761471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.61,29.04827979,,,,28.86382028,,,,,,,,
1976,,,,,,,,,,,,,,,10.34710026,14.44579983,13.04414988,1.401649952,-2.697049618,31.30509949,7.727739811,,0.268886123,1.951422295,2.2203083,0.43151823,0.79933488,0.84474868,0.82454145,0.50385678,0.83218908,0.85938931,0.8256461,0.82928693,0.57114786,0.71301919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.24,38.20376636,,,,33.63917894,,,,,,,,
1977,,,,,,,,,,,,,,,9.840169907,13.94099998,12.44047999,1.500519991,-2.600310087,29.8906002,6.270780087,,0.261459835,1.936209568,2.1976695,0.4525412,0.82029521,0.83570951,0.87477189,0.55987978,0.821509,0.84554058,0.81863493,0.82952338,0.55328923,0.73518431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.61,38.87406156,,,,37.02638849,,,,,,,,
1978,,,,,,,,,,,,,,,10.55930042,15.01379967,13.42204964,1.591750026,-2.862749219,30.80610085,2.346899986,,0.262590123,1.939189759,2.2017798,0.44986308,0.84407777,0.83932066,0.91205049,0.61657554,0.81651551,0.84808922,0.79986447,0.82276893,0.82288963,0.73472315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.35,42.66316587,,,,36.60485376,,,,,,,,
1979,,,,,,,,,,,,,,,10.68789959,15.56000042,13.8343904,1.725610018,-3.146490812,32.24560165,0.764355004,,0.271277148,1.840103852,2.1113811,0.42006391,0.79233497,0.83799797,0.88492197,0.53958362,0.82230932,0.87957233,0.81053793,0.81960535,0.84645891,0.73025215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.86,46.15098685,,,,38.7614044,,,,,,,,
1980,5.3,189.438,271.858,371.871,533.663,2.775,4.024,11.3,12.8,696.828,-2.799,-1.5,,,10.21020031,17.47979927,15.1070292,2.372770071,-4.89682889,37.37834634,-4.421319962,,0.278504685,1.84396898,2.1224737,0.42908984,0.75098276,0.84073156,0.81928796,0.48748416,0.81199503,0.87107784,0.79071987,0.81108999,0.68019736,0.74693966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.25,43.44224442,,,,37.37834634,,,,,,,,
1981,6,196.535,275.696,431.502,605.303,2.879,4.074,12.7,9,712.869,-3.166,-1.6,,,10.54349995,16.61829948,14.15705943,2.461240053,-3.613559484,36.54086201,-0.362810999,,0.282050496,1.865797067,2.1478477,0.41002366,0.7704286,0.83389497,0.80803031,0.39916816,0.80742335,0.86562926,0.76734859,0.80430275,0.81226832,0.73239756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4,44.93182461,,,,36.54086201,,,,,,,,
1982,3.5,203.537,279.135,474.089,650.176,2.968,4.148,7.7,10.4,729.169,-3.393,-1.7,,,10.97900009,17.75460052,14.92782044,2.826780081,-3.948820353,40.97831697,-2.071010113,,0.168388042,1.776676908,1.9450649,0.41272795,0.78152424,0.83164829,0.86797512,0.4684462,0.80358434,0.85452074,0.78604275,0.81573665,0.83309811,0.70664459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.99,48.13854768,,,,40.97831697,,,,,,,,
1983,7.3,222.049,297.722,528.563,708.694,3.111,4.333,12.6,10.4,745.827,-3.207,-1.4,,,10.55039978,17.83390045,14.80477047,3.029129982,-4.254370689,38.96371803,-3.764820099,,0.102115947,2.178649132,2.2807651,0.44151536,0.79930949,0.83883518,0.46086359,0.50231785,0.80919844,0.85575497,0.76043141,0.82491243,0.82676685,0.66413254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.12808918,,,,38.96371803,,,,,,,,
1984,3.8,215.556,282.55,568.564,745.272,3.094,4.513,6.5,5.1,762.895,-2.416,-1.1,,,11.26920033,19.80500031,16.36208034,3.44291997,-5.092880011,40.84469556,1.442170024,,0.112507064,2.11609212,2.2285991,0.44353649,0.73227102,0.83746994,0.46568286,0.57842439,0.80393082,0.8672803,0.76115757,0.81438959,0.83570439,0.66732311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.74563127,,,,40.84469556,,,,,,,,
1985,5.3,237.618,304.544,617.36,791.242,3.144,4.69,6.3,8.9,780.242,-4.811,-2,,,11.97609997,21.55699921,17.7938993,3.763099909,-5.81779933,43.51557988,0.193299994,,0.153462854,2.044294781,2.1977577,0.43726176,0.7405569,0.84003806,0.55737472,0.55376339,0.8014589,0.8658154,0.78274727,0.82368213,0.81394345,0.69439548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.84,50.74329938,,,,43.51557988,,,,,,,,0
1986,4.8,252.751,316.779,659.873,827.034,3.185,4.909,8.9,7.5,797.879,-4.564,-1.8,,,12.65240002,23.22809982,18.97563982,4.252460003,-6.323239803,47.0391757,6.510340214,,0.277068811,2.003580764,2.2806497,0.43370557,0.73920023,0.84258068,0.9504022,0.3881627,0.800354,0.86380965,0.81492406,0.83022541,0.75796962,0.7383641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.07,51.8344697,,,,47.0391757,,,,,,,,0
1987,4,283.75,347.854,703.008,861.829,3.191,5.238,9.1,9.7,815.716,-4.848,-1.7,,,12.98960018,22.51980019,17.83536005,4.684440136,-4.845759869,48.02440219,3.581650019,,0.261169628,2.072585464,2.333755,0.43784082,0.74539709,0.85620672,0.91980451,0.35569143,0.8020429,0.84365052,0.8134101,0.82896531,0.73874772,0.75474352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.41,51.99666919,,,,48.02440219,,,,,,,,0
1988,9.6,299.645,359.403,797.869,956.987,3.347,5.476,7.2,5,833.73,-7.203,-2.4,-6.9,,17.56775703,24.45734181,20.00919166,4.448150158,-2.441434623,48.0638437,5.821370125,,0.249684108,2.073843744,2.3235278,0.44518423,0.67443639,0.85302413,0.94169033,0.40912375,0.81473857,0.8384676,0.80551904,0.82404137,0.75330549,0.76476741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.97,54.44103318,,,,48.0638437,,,,,,,,0
1989,5.9,301.234,353.555,878.47,1031.052,3.421,5.714,4.6,6.6,852.013,-5.961,-2,-7.5,,17.68971216,25.23399758,21.15145751,4.082540066,-3.461745351,49.58658381,-8.569879532,,0.242774753,2.017218046,2.2599928,0.44170442,0.69908226,0.84212422,0.75586855,0.66717613,0.82205552,0.82743853,0.81054538,0.82044452,0.75343519,0.75111765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.12,54.99810637,,,,49.58658381,,,,,,,,0
1990,5.5,326.608,375.216,961.777,1104.916,3.471,6.095,11.2,15,870.452,-9.624,-2.9,-7.9,,17.44194129,25.37149754,21.09356919,4.277928352,-3.6516279,49.8953109,6.467939854,-5.331540125,0.236038093,1.930785826,2.1668239,0.44233519,0.69044024,0.83223271,0.88622451,0.6847074,0.8163259,0.81855845,0.81438291,0.82313913,0.81408495,0.76408404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.72,48.35,53.99321185,,,,49.8953109,-7.929556252,-5.140849227,,,17.44194129,25.37149754,,0
1991,1.1,274.842,309.179,1004.812,1130.346,3.424,6.706,13.5,13.4,888.942,-1.17,-0.4,-7.8,75.3,19.03746464,26.80147855,22.20492534,4.596553204,-3.167460699,75.33224179,9.72988987,-1.713146067,0.22687195,1.93463443,2.1615064,0.44091558,0.79332429,0.83599335,0.83729833,0.67923176,0.81422567,0.79956698,0.80724812,0.82895166,0.82867914,0.75327194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.71,75.33,50.54639983,,,75.33224179,49.24717393,-7.764013903,-4.789869615,,,19.03746464,26.80147855,75.33224179,0
1992,5.5,293.262,323.128,1084.054,1194.453,3.252,7.145,9.9,5.8,907.574,-4.913,-1.7,-7.8,77.4,18.47216685,26.22926192,21.52430595,4.704955969,-3.052139099,77.40538509,6.060470104,2.987090632,0.236340824,1.92495829,2.1612992,0.43123999,0.78775805,0.83174199,0.9441241,0.63537025,0.81663275,0.78256875,0.81066251,0.83096075,0.81673926,0.74508965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.71,77.41,53.00508217,,,77.40538509,42.09487129,-7.757095069,-4.664311461,,,18.47216685,26.22926192,77.40538509,0
1993,4.8,284.194,306.788,1162.464,1254.884,3.342,7.668,7.3,9.5,926.351,-1.16,-0.4,-8.4,77,17.31959559,25.74205238,20.9197294,4.822322986,-3.600133811,76.97819715,0.275388002,5.595970537,0.223989256,1.93010556,2.1540949,0.43047008,0.72172284,0.84956342,0.96465135,0.55224365,0.81949669,0.7931816,0.81723619,0.83896738,0.7785309,0.75602472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.7,76.98,50.29738744,,,76.97819715,50.8788903,-8.422456797,-5.291716399,,,17.31959559,25.74205238,76.97819715,0
1994,6.7,333.014,352.298,1266.355,1339.687,3.463,8.257,10.3,9.8,945.262,-3.369,-1,-7.9,73.5,17.89715881,25.75625289,20.755251,5.001001888,-2.858092185,73.46440213,-2.349509954,1.887863489,0.22424635,1.859666042,2.0839124,0.43201232,0.7360844,0.81916714,0.95692486,0.67558992,0.82173818,0.78380048,0.81897366,0.83617789,0.79781985,0.75292581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.7,73.46,49.35278261,,,73.46440213,48.87191621,-7.859094074,-4.368913123,,,17.89715881,25.75625289,73.46440213,0
1995,7.6,366.6,380.181,1390.841,1442.363,3.594,8.82,10,8.8,964.279,-5.897,-1.6,-6.7,69.7,17.85243702,24.54938513,19.74186879,4.807516343,-1.889431772,69.65384282,3.951659918,3.863789657,0.208807732,1.824461222,2.0332689,0.446502,0.71848756,0.8134402,0.95315552,0.6887334,0.82127321,0.77380055,0.82922143,0.82794404,0.82557386,0.74650294,117.19,2143.63,1595.36,0.44,1179.37,0.32,,1590.48,,1590.48,,,189.81,1179.37,194.69,,0,366600.15,,,,,,,,,,,,,,,,,,,,,,,,0.73,0.69,69.65,51.26030298,,,69.65384282,46.61244968,-6.696948115,-3.390909407,,,17.85243702,24.54938513,69.65384282,0
1996,7.5,399.791,406.589,1523.236,1549.135,3.723,9.318,9.4,10.6,983.281,-4.496,-1.1,-6.6,66,17.35440861,23.94404158,19.01963914,4.924402448,-1.665230524,65.97664655,-0.197836995,4.320345963,0.202819683,1.745293483,1.9481132,0.45431978,0.73609996,0.82592446,0.96586251,0.66227597,0.8144244,0.77223945,0.83106941,0.83912879,0.77097017,0.7363764,239.32,2426.06,12627.73,3.16,4710.42,1.18,,3958.32,,3958.32,,,466.32,4710.42,9135.73,,0,399791.2,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.68,65.98,50.05793902,,,65.97664655,44.87720126,-6.589632972,-3.22279424,-7.086621484,-3.650680851,17.35440861,23.94404158,65.97664655,0
1997,4,423.189,422.203,1612.25,1608.494,3.723,9.753,6.8,9,1002.335,-5.502,-1.3,-8.1,67.8,16.66292977,24.79637299,19.83943343,4.95693956,-3.17650366,67.8180393,6.370930195,4.333122888,0.20201012,1.715517516,1.9175277,0.46389791,0.7492435,0.82055324,0.91887063,0.5897342,0.81100774,0.77245349,0.84024554,0.83592063,0.78760904,0.74723971,112.92,3577.33,10282.32,2.43,4742.56,1.12,0,2555.66,0,2555.66,0,0,-59.5,4742.56,7667.16,0,0,423189.2,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.68,67.82,50.79802564,,,67.8180393,,-8.13344322,-4.786978297,-8.051450513,-4.716104912,16.66292977,24.79637299,67.8180393,0
1998,6.2,428.767,419.77,1731.227,1694.897,3.847,10.417,13.1,9,1021.435,-4.037,-0.9,-9.6,68.1,16.01123965,25.58571776,20.45570524,5.130012514,-4.444465597,68.0898994,0.294055015,-0.894109207,0.206501573,1.773990199,1.9804918,0.46973103,0.75048447,0.81759977,0.8220824,0.62084299,0.8126682,0.78078038,0.83632404,0.83850563,0.80115962,0.75115228,47.59,2634.65,9185.82,2.14,3239.4,0.76,0,-601.15,0,-601.15,0,0,-364.39,3239.4,9422.57,0,0,428767.12,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.66,68.09,51.36828613,2.21000004,49.15828609,68.0898994,54.88033538,-9.574478112,-6.112219976,-9.506035281,-6.053074283,16.01123965,25.58571776,68.0898994,0
1999,8.5,466.867,448.695,1904.198,1830.08,4.034,10.625,5.7,3.7,1040.5,-4.697,-1,-8.6,70,16.85349978,25.40422838,19.96830866,5.435919719,-3.114808883,70.03846782,-5.970459938,5.549503929,0.205786924,1.806454942,2.0122418,0.47730291,0.74573606,0.8086102,0.9160803,0.6798867,0.81085861,0.78434753,0.83775055,0.83523738,0.80213875,0.75393468,79.36,2168.59,6358.65,1.36,450.45,0.1,,2317.07,,2317.07,,,1245.3,450.45,5286.88,,0,466840.51,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.66,70.04,54.69875527,2.200000017,52.49875526,70.03846782,52.23477675,-8.550728602,-4.790183524,-9.134984965,-5.28905141,16.85349978,25.40422838,70.03846782,0
2000,4,476.61,449.787,2024.745,1910.797,4.002,10.754,3.8,2.9,1059.634,-2.666,-0.6,-8.3,73.6,17.37204875,25.63605208,19.93910733,5.696944756,-2.567058573,73.64908525,3.686939955,7.105170546,0.18234867,1.814552143,1.9969008,0.47040576,0.75810295,0.80846167,0.92352504,0.68316233,0.81088549,0.76222622,0.82927769,0.83882874,0.76496637,0.75030518,509.53,3584.22,10676.43,2.24,3017.23,0.63,136.09,2481.31,136.09,2481.31,0,,-420.63,2881.13,7774.49,,0,476635.53,,,,,,,0,,0,0.25,0,0.5,0,0,0,0,0,0,1.121083972,0.152290113,1.975363261,2.367169671,,0.76,0.65,73.65,59.53526797,2.549999972,56.985268,73.64908525,55.59525303,-8.264003329,-4.073922184,-8.458533478,-4.236773192,17.37204875,25.63605208,73.64908525,0
2001,4.9,493.953,457.8,2172.728,2013.704,4.101,10.843,4.3,5.1,1078.971,3.4,0.7,-10.8,78.7,16.94555299,27.78837908,21.77300936,6.015369722,-4.827456366,78.7296517,3.394239902,3.032935175,0.171847234,1.710479118,1.8823264,0.49692738,0.76224077,0.81211358,0.96708119,0.54296041,0.81208283,0.84751242,0.83280593,0.83874613,0.7763415,0.79809338,1054.13,5128.09,4007.54,0.81,477.8,0.1,96.79,2949.58,96.79,2949.58,,,391.48,381.01,1449.44,,0,493933.96,,,,,,,0,,0,0.25,0,0.5,0,0,0,0,0,0,1.339499743,0.177984169,1.851773624,3.122493903,,0.76,0.65,78.73,60.75131713,3.029999976,57.72131715,78.7296517,57.00913158,-10.84282609,-6.335959544,-10.86840171,-6.357378381,16.94555299,27.78837908,78.7296517,0
2002,3.9,523.97,477.068,2292.813,2087.577,4.145,11.062,4,3.8,1098.313,6.344,1.2,-10.9,82.9,17.73203429,28.613299,22.37017949,6.24311951,-4.638145206,82.8511742,-8.855649948,2.212514495,0.164193835,1.771000579,1.9351944,0.48316634,0.69658011,0.81325001,0.83544844,0.54115599,0.81014615,0.85539895,0.83302689,0.84562349,0.75869983,0.80526668,1261.07,5208.97,2957.3,0.56,-4809.33,-0.92,40.97,1063.39,40.97,1063.39,,,269.93,-4850.3,2163.84,,0,523767.76,,,,,,,0,,0,0.25,0,0.5,0,0,0,0,0,0,1.640082391,0.211071922,1.908797432,3.731955489,3,0.76,0.64,82.85,66.96151863,3.500000018,63.46151861,82.8511742,59.8235795,-10.88126472,-6.121471533,-10.30951384,-5.646288491,17.73203429,28.613299,82.8511742,0
2003,7.9,618.358,553.382,2523.801,2258.606,4.3,11.259,3.9,4,1117.415,14.082,2.3,-11.2,84.4,18.19460267,29.42573808,23.22454711,6.201190971,-5.029944444,84.40273502,-7.755300045,1.289785432,0.150769961,1.759732008,1.910502,0.50197917,0.72195351,0.82502848,0.72020185,0.62320316,0.81048071,0.8494516,0.8415429,0.84758955,0.77316481,0.80807161,1237.85,3681.98,15139.08,2.45,-4018.48,-0.65,0,8216.19,0,8216.19,,,-5180.81,-4018.48,1742.08,,0,618369.25,,,0.07,,,0,0,,0,0.25,0,0.5,0,0,0,0,0,0,2.138786876,0.253542648,3.514592826,4.671325427,3,0.78,0.63,84.24,66.48956185,4.490000168,61.99956168,84.40273502,57.21517904,-11.23113542,-6.386198723,-10.9033036,-6.112862436,18.19460267,29.42573808,84.40273502,0
2004,7.8,721.589,635.054,2794.959,2459.779,4.406,11.6,3.8,4.2,1136.265,-2.47,-0.3,-9.1,83.4,18.89712485,27.95920009,22.03931904,5.919881051,-3.142194194,83.42726289,18.28660011,2.860902998,0.15297907,1.757424146,1.9104033,0.4993861,0.72966743,0.83303225,0.79452491,0.55173993,0.8183502,0.83844054,0.83386248,0.85097051,0.7316491,0.81245983,1837.06,5429.25,16377.95,2.27,-2881.9,-0.4,16.9,9053.98,16.9,9053.98,,,-623.21,-2898.8,6700.77,,0,721589.23,0.02,0.14,0,0.1,0.1,0.1,0,0,0,0.25,0.25,0,0,0,0,0,0,0,2.157994567,0.275323811,2.527498374,3.863983707,3,0.78,0.63,83.29,73.24139695,6.299999971,66.94139698,83.42726289,55.13314497,-9.062075245,-4.141111471,-8.782100411,-3.910892887,18.89712485,27.95920009,83.42726289,1
2005,9.3,834.217,722.492,3150.25,2728.343,4.597,11.724,4.4,4.9,1154.639,-9.901,-1.2,-7.4,81,19.0623872,26.43071772,20.91071657,5.520001155,-1.848329366,81.01194047,10.3178997,3.124980359,0.165075409,1.825694874,1.9907703,0.51215351,0.72908705,0.84134907,0.788077,0.53590906,0.82411647,0.84325129,0.84492385,0.85884452,0.77082723,0.82224035,2640.76,7269.41,22614.24,2.71,4438.95,0.53,7.09,12151.21,7.09,12151.21,,,2479.99,4431.86,12943.02,,0,834218.42,0.02,0.14,0,0.1,0.1,0.1,0,0,0,0.25,0.25,0,0,0,0,0,0,0,2.01403886,0.247998365,2.857867427,3.168330763,3,0.78,0.62,80.89,82.01558443,7.900000017,74.11558441,81.01194047,52.18095171,-7.368330522,-2.444857935,-7.357843617,-2.436331145,19.0623872,26.43071772,81.01194047,1
2006,9.3,949.117,809.568,3548.305,3026.599,4.771,12.104,6.7,7,1172.374,-9.565,-1,-6.3,77.2,20.3378407,26.6585538,21.28577615,5.372777646,-0.947935451,77.21379846,9.872150421,1.239403448,0.149342936,1.678875625,1.8282186,0.52233374,0.7476514,0.8459959,0.78414345,0.53557587,0.828152,0.82559907,0.84901679,0.85480726,0.71004462,0.82002133,14036.83,20029.12,32665.43,3.44,2752.81,0.29,-36.6,9509.11,-36.6,9509.11,,,1869.8,2789.41,25026.11,,0,949117.5,0.02,0.14,0,0.1,0.1,0.1,0,0,0,0.25,0.25,0,0,0,0,0,0,0,2.195262005,0.264897394,3.051413979,3.394484296,3,0.78,0.62,77.11,90.70640613,9.559999841,81.14640629,77.21379846,49.08962753,-6.320713097,-1.472395109,-6.533556602,-1.646677428,20.3378407,26.6585538,77.21379846,1
2007,9.8,1238.7,1041.194,4001.378,3363.373,4.971,12.463,6.2,6.3,1189.692,-15.736,-1.3,-4.5,74.1,21.96176718,26.46690464,21.27977101,5.187133628,0.681996173,74.11714964,8.151909828,1.432793069,0.149164358,1.664309978,1.8134743,0.52379364,0.7872479,0.84389788,0.81242901,0.65029317,0.83378196,0.83028251,0.85363281,0.88824147,0.76842791,0.82980639,17026.11,25227.74,71315.63,5.76,-13218.77,-1.07,-153.48,32862.82,-153.48,32862.82,,,1627.45,-13065.28,40080.26,,0,1238700.2,0.02,0.07,0,0.05,0.1,0,0,0,0,0.25,0,0,0,0,0,0,0,0,2.561792509,0.310974911,3.741864301,4.015587289,3,0.79,0.61,74.03,95.50853129,40.76318808,54.74534321,74.11714964,47.43538396,-4.505137454,0.259705783,-5.125922519,-0.251190197,21.96176718,26.46690464,74.11714964,1
2008,3.9,1224.096,1014.387,4236.785,3510.95,5.015,13.289,9.1,9.4,1206.735,-27.914,-2.3,-9,72.8,19.70786652,28.69003936,23.65962565,5.030413708,-3.951759129,72.83659997,3.890894976,-2.04754375,0.140210781,1.677845821,1.8180566,0.52896994,0.80526692,0.8413834,0.81633162,0.64769751,0.83269,0.83079374,0.85449302,0.88766605,0.78563792,0.82168943,19256.53,43406.28,7196.11,0.59,-964.93,-0.08,44.79,-15030,44.79,-15030,0,0,2125.99,-1009.72,24352.1,,0,1224096,0.02,0.07,0,0.05,0.1,0,0,0,0,0.25,0,0,0,0,0,0,0,0,2.10890622,0.269186711,2.946924477,2.800728168,3,0.79,0.6,74.54,104.8531739,40.84887728,64.00429658,72.83659997,47.49618477,-8.982172837,-4.31973034,-8.558897556,-3.966074606,19.70786652,28.69003936,72.83659997,1
2009,8.5,1365.373,1115.829,4625.515,3780.127,5.464,14.005,12.3,10.5,1223.64,-38.437,-2.8,-9.5,71.5,18.51802718,28.05205601,23.14678063,4.905275378,-4.628753456,71.51815833,8.479853272,-4.489413373,0.15803717,1.78403464,1.9420718,0.55560905,0.81822354,0.86529636,0.83153039,0.63712102,0.83827734,0.84604537,0.86228228,0.88087392,0.63573653,0.84465212,16095.58,35581.37,19178.96,1.4,902.09,0.07,174.45,21111.84,174.45,21111.84,0,0,3190.67,727.63,1257.79,,0,1365373.4,0.02,0.14,0,0.1,0.1,0.1,0,0,0,0.25,0.25,0,0,0,0,0,0,0,1.957960854,0.226895949,2.752668778,3.09877411,3,0.8,0.59,72.53,100.2783556,35.34492415,64.93343141,71.51815833,49.35503108,-9.534028834,-4.964606666,-9.299344846,-4.768430771,18.51802718,28.05205601,71.51815833,0
2010,10.3,1708.46,1377.109,5161.394,4160.356,5.719,15.081,10.5,9.2,1240.614,-47.867,-2.8,-8.6,66.4,18.82144635,27.44729154,22.9782046,4.469086936,-4.156758246,66.40021738,10.25997474,-2.506046907,0.179717381,1.998648897,2.1783662,0.57464993,0.82458246,0.86314291,0.80484235,0.72051048,0.84315479,0.83790398,0.86659807,0.89548355,0.81570232,0.84747976,15968.1,27396.88,75569.33,4.42,20217.03,1.18,1110.81,39971.51,1109.67,39971.51,0,0,4800.7,19106.22,40398.52,,0,1708460.3,0.02,0.14,0,0.1,0.1,0.1,0,0,0,0.25,0.25,0,0,0,0,0,0,0,1.749268366,0.211312312,2.478597728,2.633365649,3,0.8,0.59,67.46,106.5161701,35.1142467,71.4019234,66.40021738,44.74360621,-8.625845182,-4.410274379,-9.054063249,-4.773331244,18.82144635,27.44729154,66.40021738,0
2011,6.6,1823.052,1449.604,5618.382,4467.467,5.866,15.55,9.5,8.8,1257.621,-78.2,-4.3,-8.3,68.6,19.29143004,27.64058169,23.06282775,4.577753931,-3.771397715,68.64782852,6.63828305,-0.9393,0.184447867,2.144485295,2.3289332,0.57019776,0.84003127,0.86457825,0.8277598,0.71491188,0.84411865,0.84909874,0.87061214,0.89043581,0.81906605,0.84493399,12608,36498.65,48994.51,2.66,17718.74,0.96,45.97,2710.78,45.97,-4048.29,,6759.07,4159.67,17672.77,50443.4,0,0,1843018.1,0,0.07,0,0.05,0,0.1,0,0,0,0,0.25,0,0,0,0,0,0,0,1.588635141,0.201542502,2.02602083,2.047638103,3,0.81,0.58,69.64,110.8225697,35.11019501,75.71237465,68.64782852,45.77401495,-8.349151646,-4.003211303,-8.562429294,-4.183093047,19.29143004,27.64058169,68.64782852,0
