Date,OPEN,HIGH,LOW,CLOSE,VOLUME,DIVIDENDS,STOCK SPLITS,RSI14,KC_UPPER,KC_MIDDLE,KC_LOWER
2022-11-21 00:00:00+05:30,6505.14990234375,6506.35009765625,6375.75,6392.25,1456400,0.0,0.0,,,,
2022-11-22 00:00:00+05:30,6403.5,6456.9501953125,6370.0,6448.85009765625,865400,0.0,0.0,,,,
2022-11-23 00:00:00+05:30,6483.9501953125,6490.9501953125,6409.89990234375,6422.85009765625,887000,0.0,0.0,,,,
2022-11-24 00:00:00+05:30,6441.35009765625,6452.0,6387.39990234375,6440.7001953125,743700,0.0,0.0,,,,
2022-11-25 00:00:00+05:30,6442.75,6464.89990234375,6400.5498046875,6455.14990234375,744500,0.0,0.0,,,,
2022-11-28 00:00:00+05:30,6427.7998046875,6445.5498046875,6371.0,6381.35009765625,914500,0.0,0.0,,,,
2022-11-29 00:00:00+05:30,6390.7998046875,6481.85009765625,6386.25,6447.35009765625,1138000,0.0,0.0,,,,
2022-11-30 00:00:00+05:30,6464.14990234375,6584.75,6459.4501953125,6564.2001953125,1544400,0.0,0.0,,,,
2022-12-01 00:00:00+05:30,6613.60009765625,6684.2998046875,6602.64990234375,6664.85009765625,1954700,0.0,0.0,,,,
2022-12-02 00:00:00+05:30,6663.0,6715.60009765625,6642.14990234375,6694.5,1378300,0.0,0.0,,,,
2022-12-05 00:00:00+05:30,6739.7998046875,6835.35009765625,6717.7001953125,6819.75,2015600,0.0,0.0,,,,
2022-12-06 00:00:00+05:30,6795.85009765625,6798.85009765625,6734.5,6768.85009765625,1129500,0.0,0.0,,,,
2022-12-07 00:00:00+05:30,6783.0,6795.4501953125,6694.35009765625,6709.2998046875,861900,0.0,0.0,,,,
2022-12-08 00:00:00+05:30,6725.5498046875,6782.60009765625,6707.60009765625,6756.9501953125,776800,0.0,0.0,,,,
2022-12-09 00:00:00+05:30,6799.39990234375,6814.75,6645.14990234375,6681.5498046875,899800,0.0,0.0,66.80801811053556,,,
2022-12-12 00:00:00+05:30,6661.9501953125,6723.2001953125,6592.39990234375,6708.14990234375,823000,0.0,0.0,67.87726689764713,,,
2022-12-13 00:00:00+05:30,6739.35009765625,6756.39990234375,6691.85009765625,6722.0,758900,0.0,0.0,68.44721790754221,,,
2022-12-14 00:00:00+05:30,6754.0,6815.7001953125,6746.7001953125,6805.85009765625,850700,0.0,0.0,71.71880316980165,,,
2022-12-15 00:00:00+05:30,6791.39990234375,6827.85009765625,6691.2998046875,6708.5498046875,761100,0.0,0.0,63.49193720689983,,,
2022-12-16 00:00:00+05:30,6673.0498046875,6724.10009765625,6615.75,6657.7001953125,846900,0.0,0.0,59.64151618358792,,,
2022-12-19 00:00:00+05:30,6667.85009765625,6757.5,6660.10009765625,6742.4501953125,511100,0.0,0.0,63.60328063800793,,,
2022-12-20 00:00:00+05:30,6720.0498046875,6758.5498046875,6637.5,6750.2998046875,857900,0.0,0.0,63.9562015421089,,,
2022-12-21 00:00:00+05:30,6785.5498046875,6802.9501953125,6565.5498046875,6593.64990234375,957500,0.0,0.0,52.92668233835549,,,
2022-12-22 00:00:00+05:30,6630.64990234375,6652.85009765625,6463.5,6519.25,923700,0.0,0.0,48.636614351146235,,,
2022-12-23 00:00:00+05:30,6449.2001953125,6474.60009765625,6205.5,6228.0,1092300,0.0,0.0,36.24950788690039,,,
2022-12-27 00:00:00+05:30,6422.4501953125,6644.2998046875,6411.64990234375,6633.9501953125,1850200,0.0,0.0,53.880672628215756,,,
2022-12-28 00:00:00+05:30,6611.10009765625,6664.75,6585.4501953125,6615.75,1036100,0.0,0.0,53.170673846792184,,,
2022-12-29 00:00:00+05:30,6567.75,6699.5498046875,6556.2998046875,6687.10009765625,1176400,0.0,0.0,55.63860476180993,,,
2022-12-30 00:00:00+05:30,6739.39990234375,6804.60009765625,6704.4501953125,6723.39990234375,1397200,0.0,0.0,56.883556232797886,,,
2023-01-02 00:00:00+05:30,6768.5,6907.35009765625,6753.35009765625,6886.64990234375,3072770500,0.0,0.0,62.04268423790952,,,
2023-01-03 00:00:00+05:30,6897.25,6907.35009765625,6838.5498046875,6850.0498046875,1573800,0.0,0.0,60.300601598428536,,,
2023-01-04 00:00:00+05:30,6844.60009765625,6848.5,6693.5,6705.85009765625,1327200,0.0,0.0,53.88136239365748,,,
2023-01-05 00:00:00+05:30,6733.75,6777.2001953125,6668.2001953125,6761.2001953125,1280400,0.0,0.0,55.82526526616147,,,
2023-01-06 00:00:00+05:30,6773.25,6804.75,6681.7001953125,6697.2998046875,1169800,0.0,0.0,53.04544939466903,,,
2023-01-09 00:00:00+05:30,6766.10009765625,6819.5,6747.64990234375,6792.89990234375,976500,0.0,0.0,56.532731571701575,,,
2023-01-10 00:00:00+05:30,6820.5498046875,6855.9501953125,6657.5,6741.7001953125,1450800,0.0,0.0,54.21059684107246,,,
2023-01-11 00:00:00+05:30,6779.0,6820.9501953125,6744.35009765625,6792.14990234375,1371100,0.0,0.0,56.12308765538854,,,
2023-01-12 00:00:00+05:30,6815.7998046875,6817.0498046875,6749.85009765625,6783.64990234375,974100,0.0,0.0,55.70096172642389,,,
2023-01-13 00:00:00+05:30,6800.7001953125,6879.14990234375,6790.89990234375,6869.7998046875,1264200,0.0,0.0,59.061815372165704,,,
2023-01-16 00:00:00+05:30,6895.64990234375,6905.2998046875,6751.5498046875,6779.25,980300,0.0,0.0,54.39093009998307,,,
2023-01-17 00:00:00+05:30,6776.5,6807.35009765625,6709.10009765625,6793.5,817300,0.0,0.0,54.99414691117739,,,
2023-01-18 00:00:00+05:30,6814.25,6919.60009765625,6806.5498046875,6905.7998046875,1693900,0.0,0.0,59.53606365841112,,,
2023-01-19 00:00:00+05:30,6814.64990234375,6893.0,6803.75,6867.2998046875,1739300,0.0,0.0,57.3974649762908,,,
2023-01-20 00:00:00+05:30,6858.2001953125,6893.7001953125,6791.2998046875,6805.25,1222700,0.0,0.0,54.02893835122473,,,
2023-01-23 00:00:00+05:30,6816.0,6843.0498046875,6758.0,6777.85009765625,998800,0.0,0.0,52.561998122726685,,,
2023-01-24 00:00:00+05:30,6800.25,6808.85009765625,6705.89990234375,6717.60009765625,714700,0.0,0.0,49.38667110959537,,,
2023-01-25 00:00:00+05:30,6708.39990234375,6746.85009765625,6653.10009765625,6703.7998046875,1018200,0.0,0.0,48.66153697069699,,,
2023-01-27 00:00:00+05:30,6710.2998046875,6719.5498046875,6323.85009765625,6389.25,1422700,0.0,0.0,35.76981154054911,,,
2023-01-30 00:00:00+05:30,6426.4501953125,6531.10009765625,6221.14990234375,6371.64990234375,1194600,0.0,0.0,35.207762778270244,,,
2023-01-31 00:00:00+05:30,6426.5,6530.7998046875,6370.60009765625,6468.39990234375,1194500,0.0,0.0,40.72183760745631,7314.52568671773,6644.455569530231,5974.385452342731
2023-02-01 00:00:00+05:30,6513.5498046875,6551.2001953125,6092.0,6177.0498046875,1583700,0.0,0.0,31.913833126243357,7328.714666068261,6626.125931693261,5923.537197318261
2023-02-02 00:00:00+05:30,6256.9501953125,6278.14990234375,5867.0498046875,5908.2001953125,1331400,0.0,0.0,26.267699805400213,7327.618950700082,6597.971981246957,5868.325011793831
2023-02-03 00:00:00+05:30,5899.85009765625,5937.85009765625,5580.25,5901.9501953125,1606500,0.0,0.0,26.15186737866327,7321.4910490792145,6570.677009249527,5819.86296941984
2023-02-06 00:00:00+05:30,5882.5498046875,5882.5498046875,5751.14990234375,5772.39990234375,1121400,0.0,0.0,23.80828959371788,7290.249812994956,6539.372024664987,5788.494236335018
2023-02-07 00:00:00+05:30,5695.2998046875,5815.85009765625,5657.5498046875,5757.35009765625,1970900,0.0,0.0,23.544328377042564,7260.39475997587,6508.704498115626,5757.014236255382
2023-02-08 00:00:00+05:30,5797.2998046875,5999.10009765625,5791.89990234375,5975.14990234375,1329400,0.0,0.0,34.80883053320325,7248.612245100553,6487.780788477514,5726.949331854475
2023-02-09 00:00:00+05:30,5990.85009765625,5992.2001953125,5776.39990234375,5880.7001953125,1290100,0.0,0.0,32.56794118426779,7231.168563180065,6463.973706392611,5696.778849605158
2023-02-10 00:00:00+05:30,5808.4501953125,5873.0,5753.5,5773.60009765625,1079000,0.0,0.0,30.194224944509422,7201.471210723161,6436.900231540206,5672.329252357251
2023-02-13 00:00:00+05:30,5772.4501953125,5850.7998046875,5682.5498046875,5704.75,1165800,0.0,0.0,28.74384198112609,7174.293017353611,6408.188457754315,5642.08389815502
2023-02-14 00:00:00+05:30,5739.10009765625,5824.25,5658.75,5762.85009765625,950000,0.0,0.0,31.72429303778122,7150.213539491113,6382.881071083803,5615.548602676494
2023-02-15 00:00:00+05:30,5767.5,5819.60009765625,5747.2998046875,5789.64990234375,825200,0.0,0.0,33.11403458742453,7118.832952018271,6359.6171036822325,5600.401255346194
