Date,OPEN,HIGH,LOW,CLOSE,VOLUME,DIVIDENDS,STOCK SPLITS,RSI14,KC_UPPER,KC_MIDDLE,KC_LOWER
2022-11-21 00:00:00+05:30,29520.150390625,29576.150390625,29153.900390625,29209.55078125,13000,0.0,0.0,,,,
2022-11-22 00:00:00+05:30,29195.69921875,29478.0,29020.349609375,29446.900390625,15000,0.0,0.0,,,,
2022-11-23 00:00:00+05:30,29574.650390625,29592.05078125,29365.25,29405.650390625,13100,0.0,0.0,,,,
2022-11-24 00:00:00+05:30,29507.55078125,30258.0,29464.75,30178.650390625,20800,0.0,0.0,,,,
2022-11-25 00:00:00+05:30,30233.900390625,30400.349609375,29981.150390625,30334.599609375,18600,0.0,0.0,,,,
2022-11-28 00:00:00+05:30,30207.75,30619.650390625,30152.849609375,30309.650390625,18400,0.0,0.0,,,,
2022-11-29 00:00:00+05:30,30242.400390625,30568.349609375,30228.099609375,30345.650390625,13300,0.0,0.0,,,,
2022-11-30 00:00:00+05:30,30274.5,30499.349609375,30133.94921875,30391.69921875,34400,0.0,0.0,,,,
2022-12-01 00:00:00+05:30,30749.44921875,31227.599609375,30723.25,31120.5,30800,0.0,0.0,,,,
2022-12-02 00:00:00+05:30,31097.55078125,31135.19921875,30869.69921875,31052.099609375,22900,0.0,0.0,,,,
2022-12-05 00:00:00+05:30,31052.0,31104.099609375,30750.55078125,30891.5,17100,0.0,0.0,,,,
2022-12-06 00:00:00+05:30,30656.19921875,30690.400390625,30323.94921875,30443.0,17000,0.0,0.0,,,,
2022-12-07 00:00:00+05:30,30319.25,30337.30078125,30091.19921875,30187.05078125,15200,0.0,0.0,,,,
2022-12-08 00:00:00+05:30,30175.849609375,30226.55078125,29983.400390625,30115.0,14400,0.0,0.0,,,,
2022-12-09 00:00:00+05:30,30196.25,30196.25,29038.599609375,29168.44921875,36300,0.0,0.0,49.48563875239289,,,
2022-12-12 00:00:00+05:30,28940.94921875,29183.80078125,28661.099609375,29050.5,22600,0.0,0.0,47.96086072468391,,,
2022-12-13 00:00:00+05:30,29103.5,29421.099609375,28993.80078125,29376.55078125,17100,0.0,0.0,52.3332410193721,,,
2022-12-14 00:00:00+05:30,29546.94921875,29810.349609375,29503.099609375,29713.900390625,18400,0.0,0.0,56.41377268970342,,,
2022-12-15 00:00:00+05:30,29609.599609375,29615.94921875,29039.25,29087.94921875,20500,0.0,0.0,48.17329463776282,,,
2022-12-16 00:00:00+05:30,28805.94921875,29131.849609375,28623.650390625,28702.19921875,32700,0.0,0.0,43.91594197838102,,,
2022-12-19 00:00:00+05:30,28567.69921875,28698.25,28374.44921875,28556.44921875,19000,0.0,0.0,42.39153905289877,,,
2022-12-20 00:00:00+05:30,28464.849609375,28644.099609375,28109.150390625,28612.5,19300,0.0,0.0,43.20797610705676,,,
2022-12-21 00:00:00+05:30,28742.30078125,28958.150390625,28658.69921875,28764.25,19500,0.0,0.0,45.461545690409125,,,
2022-12-22 00:00:00+05:30,28973.349609375,29022.30078125,28629.849609375,28763.900390625,18200,0.0,0.0,45.45707037011466,,,
2022-12-23 00:00:00+05:30,28442.80078125,28603.599609375,28179.55078125,28237.05078125,19000,0.0,0.0,39.19523713591684,,,
2022-12-27 00:00:00+05:30,28551.75,28685.0,28333.80078125,28636.25,12800,0.0,0.0,45.33939279726151,,,
2022-12-28 00:00:00+05:30,28495.75,28715.30078125,28346.25,28583.44921875,13400,0.0,0.0,44.696069478820164,,,
2022-12-29 00:00:00+05:30,28408.30078125,28724.75,28386.650390625,28687.19921875,16200,0.0,0.0,46.30817764813398,,,
2022-12-30 00:00:00+05:30,28887.80078125,29027.0,28564.75,28621.69921875,15500,0.0,0.0,45.408243439761044,,,
