Date,OPEN,HIGH,LOW,CLOSE,VOLUME,DIVIDENDS,STOCK SPLITS,RSI14,KC_UPPER,KC_MIDDLE,KC_LOWER
2022-11-21 00:00:00+05:30,5252.85009765625,5261.75,5227.5498046875,5240.9501953125,1168000,0.0,0.0,,,,
2022-11-22 00:00:00+05:30,5246.25,5267.2001953125,5238.25,5262.2998046875,1262300,0.0,0.0,,,,
2022-11-23 00:00:00+05:30,5282.4501953125,5282.4501953125,5254.0498046875,5260.5498046875,967100,0.0,0.0,,,,
2022-11-24 00:00:00+05:30,5276.75,5328.64990234375,5268.14990234375,5315.85009765625,1339900,0.0,0.0,,,,
2022-11-25 00:00:00+05:30,5332.75,5357.9501953125,5317.5,5352.7998046875,1280500,0.0,0.0,,,,
2022-11-28 00:00:00+05:30,5341.9501953125,5408.75,5301.75,5396.5498046875,1568400,0.0,0.0,,,,
2022-11-29 00:00:00+05:30,5402.7998046875,5411.85009765625,5377.64990234375,5383.9501953125,1173000,0.0,0.0,,,,
2022-11-30 00:00:00+05:30,5385.60009765625,5463.9501953125,5380.5,5447.39990234375,3028100,0.0,0.0,,,,
2022-12-01 00:00:00+05:30,5471.10009765625,5482.7998046875,5454.5498046875,5471.10009765625,1414200,0.0,0.0,,,,
2022-12-02 00:00:00+05:30,5474.7001953125,5479.89990234375,5444.35009765625,5467.0,1427600,0.0,0.0,,,,
2022-12-05 00:00:00+05:30,5476.60009765625,5477.25,5429.2001953125,5451.2001953125,1266200,0.0,0.0,,,,
2022-12-06 00:00:00+05:30,5441.25,5454.7001953125,5420.5498046875,5450.0,1218000,0.0,0.0,,,,
2022-12-07 00:00:00+05:30,5455.7998046875,5476.4501953125,5420.5,5431.5498046875,1214200,0.0,0.0,,,,
2022-12-08 00:00:00+05:30,5440.2001953125,5458.9501953125,5432.7001953125,5450.0,960800,0.0,0.0,,,,
2022-12-09 00:00:00+05:30,5460.35009765625,5475.0498046875,5381.35009765625,5412.64990234375,1379100,0.0,0.0,74.23769749421355,,,
2022-12-12 00:00:00+05:30,5398.7001953125,5436.14990234375,5370.0498046875,5431.25,1250200,0.0,0.0,75.6166373011934,,,
2022-12-13 00:00:00+05:30,5436.5498046875,5452.0,5418.64990234375,5448.75,1049800,0.0,0.0,76.87100511324267,,,
2022-12-14 00:00:00+05:30,5465.25,5481.64990234375,5459.75,5472.5,1375600,0.0,0.0,78.48839376182252,,,
2022-12-15 00:00:00+05:30,5465.39990234375,5479.14990234375,5412.0,5420.39990234375,1320500,0.0,0.0,67.36028957963333,,,
2022-12-16 00:00:00+05:30,5402.64990234375,5456.35009765625,5352.5,5363.7001953125,1771300,0.0,0.0,57.76216912149107,,,
2022-12-19 00:00:00+05:30,5373.14990234375,5429.9501953125,5356.9501953125,5425.14990234375,1112300,0.0,0.0,63.78492576703083,,,
2022-12-20 00:00:00+05:30,5414.5,5414.5,5344.5498046875,5405.64990234375,954400,0.0,0.0,60.821133918245884,,,
2022-12-21 00:00:00+05:30,5412.2998046875,5422.14990234375,5316.5498046875,5326.9501953125,1212600,0.0,0.0,50.60187423132163,,,
2022-12-22 00:00:00+05:30,5345.25,5356.4501953125,5274.75,5298.14990234375,1244700,0.0,0.0,47.459237702397616,,,
