Date,OPEN,HIGH,LOW,CLOSE,VOLUME,DIVIDENDS,STOCK SPLITS,RSI14,KC_UPPER,KC_MIDDLE,KC_LOWER
2022-11-21 00:00:00+05:30,61456.328125,61456.328125,61059.328125,61144.83984375,7900,0.0,0.0,,,,
2022-11-22 00:00:00+05:30,61126.55859375,61466.62890625,61073.6796875,61418.9609375,9700,0.0,0.0,,,,
2022-11-23 00:00:00+05:30,61779.7109375,61780.8984375,61442.69140625,61510.578125,9800,0.0,0.0,,,,
2022-11-24 00:00:00+05:30,61656.0,62412.328125,61600.421875,62272.6796875,7700,0.0,0.0,,,,
2022-11-25 00:00:00+05:30,62327.87890625,62447.73046875,62115.66015625,62293.640625,7100,0.0,0.0,,,,
2022-11-28 00:00:00+05:30,62016.3515625,62701.3984375,61959.73828125,62504.80078125,7000,0.0,0.0,,,,
2022-11-29 00:00:00+05:30,62362.078125,62887.3984375,62362.078125,62681.83984375,11200,0.0,0.0,,,,
2022-11-30 00:00:00+05:30,62743.46875,63303.01171875,62648.37890625,63099.6484375,8900,0.0,0.0,,,,
2022-12-01 00:00:00+05:30,63357.98828125,63583.0703125,63183.76953125,63284.19140625,17300,0.0,0.0,,,,
2022-12-02 00:00:00+05:30,62978.578125,63148.58984375,62679.62890625,62868.5,6400,0.0,0.0,,,,
2022-12-05 00:00:00+05:30,62865.28125,62939.62890625,62507.87890625,62834.6015625,13100,0.0,0.0,,,,
2022-12-06 00:00:00+05:30,62395.55078125,62677.83984375,62390.0703125,62626.359375,6100,0.0,0.0,,,,
2022-12-07 00:00:00+05:30,62615.51953125,62759.96875,62316.6484375,62410.6796875,4800,0.0,0.0,,,,
2022-12-08 00:00:00+05:30,62504.0390625,62633.55859375,62320.1796875,62570.6796875,13700,0.0,0.0,,,,
2022-12-09 00:00:00+05:30,62690.859375,62735.421875,61889.109375,62181.671875,7300,0.0,0.0,64.55459790598998,,,
2022-12-12 00:00:00+05:30,61770.55859375,62239.421875,61676.1484375,62130.5703125,7000,0.0,0.0,63.57237713045259,,,
2022-12-13 00:00:00+05:30,62300.671875,62567.921875,62129.5703125,62533.30078125,12000,0.0,0.0,67.73849497772413,,,
2022-12-14 00:00:00+05:30,62685.94140625,62835.109375,62591.28125,62677.91015625,5700,0.0,0.0,69.10483226771468,,,
