Date,OPEN,HIGH,LOW,CLOSE,VOLUME,DIVIDENDS,STOCK SPLITS,RSI14,KC_UPPER,KC_MIDDLE,KC_LOWER
2022-11-21 00:00:00+05:30,448.54998779296875,448.6499938964844,440.5,443.1000061035156,237100,0.0,0.0,,,,
2022-11-22 00:00:00+05:30,441.95001220703125,443.04998779296875,436.0,437.70001220703125,162900,0.0,0.0,,,,
2022-11-23 00:00:00+05:30,438.95001220703125,439.79998779296875,437.0,438.79998779296875,96100,0.0,0.0,,,,
2022-11-24 00:00:00+05:30,440.04998779296875,440.45001220703125,436.45001220703125,439.75,99000,0.0,0.0,,,,
2022-11-25 00:00:00+05:30,440.25,445.54998779296875,439.3500061035156,444.8999938964844,199300,0.0,0.0,,,,
2022-11-28 00:00:00+05:30,445.1499938964844,447.8999938964844,443.04998779296875,445.20001220703125,151300,0.0,0.0,,,,
2022-11-29 00:00:00+05:30,445.20001220703125,447.70001220703125,442.04998779296875,443.70001220703125,134600,0.0,0.0,,,,
2022-11-30 00:00:00+05:30,443.79998779296875,451.6499938964844,442.6000061035156,450.1499938964844,191500,0.0,0.0,,,,
2022-12-01 00:00:00+05:30,452.75,460.79998779296875,450.79998779296875,459.04998779296875,178900,0.0,0.0,,,,
2022-12-02 00:00:00+05:30,460.95001220703125,464.0,458.6000061035156,463.3500061035156,229800,0.0,0.0,,,,
2022-12-05 00:00:00+05:30,465.25,467.45001220703125,462.54998779296875,466.54998779296875,239400,0.0,0.0,,,,
2022-12-06 00:00:00+05:30,465.79998779296875,467.54998779296875,462.1499938964844,463.3999938964844,177200,0.0,0.0,,,,
2022-12-07 00:00:00+05:30,463.75,465.3500061035156,456.04998779296875,457.8999938964844,243100,0.0,0.0,,,,
2022-12-08 00:00:00+05:30,458.79998779296875,460.54998779296875,452.6000061035156,454.3500061035156,207500,0.0,0.0,,,,
2022-12-09 00:00:00+05:30,455.3500061035156,455.8999938964844,442.3999938964844,447.54998779296875,265800,0.0,0.0,53.95554142553246,,,
2022-12-12 00:00:00+05:30,445.70001220703125,450.75,442.29998779296875,449.6000061035156,118000,0.0,0.0,55.694455839094616,,,
2022-12-13 00:00:00+05:30,450.3999938964844,451.5,445.0,446.0,94300,0.0,0.0,51.98181884026819,,,
